Gene symbol	Control1	Control2	Anergic1	Anergic2
Irs2	22.2	56.2	15.2	32.2
Rasal3	2318.9	2822.2	1310.6	1927.0
Eln	54.7	68.3	22.5	139.9
Caprin2	83.8	92.8	98.0	76.1
Ulk1	305.4	316.3	416.5	403.8
Angpt2	46.9	10.1	12.9	29.7
Bod1l	372.7	530.1	331.4	473.4
Rap2a	64.1	115.9	108.3	144.0
Star	14.2	15.3	22.3	53.8
Ctsw	921.8	1042.0	802.1	828.7
Krtap12-1	9.1	23.3	11.4	22.8
Smad7	956.1	339.6	398.7	332.8
Gp49a /// Lilrb4	1635.8	1608.5	1044.7	916.5
Myh2	10.7	18.8	6.6	11.8
Mid1	13.2	6.7	2.2	4.1
Bin1	437.7	599.5	963.1	1260.5
H2-Q1	96.6	117.8	101.5	124.9
C1qc	95.2	63.3	110.9	121.4
Clec3b	65.7	125.2	18.5	72.0
Polr1b	370.1	697.2	204.6	431.2
Ddx50	1581.2	1576.3	1686.0	1241.5
Ctnna2	19.1	9.2	9.2	7.2
Ctnna2	154.3	37.6	59.7	177.0
Fezf2	129.0	120.7	48.6	105.1
Nln	29.8	17.6	30.6	27.0
Epb4.1l4a	84.1	205.7	84.1	153.5
Socs3	843.2	104.4	454.9	192.5
Gcfc1	1017.8	736.9	1242.7	601.3
Rxra	128.7	185.1	271.4	543.1
Rxra	232.3	237.8	179.0	531.0
Rxrg	16.5	15.1	20.7	12.8
Ppp1r12c	98.3	27.7	11.4	62.0
Elavl3	32.7	125.3	29.4	31.6
Krtap5-4	101.3	148.7	67.0	67.9
Nfic	669.8	669.4	744.1	777.9
Saa4	15.1	13.7	12.8	11.6
Vprbp	449.9	635.3	292.6	671.0
Exo1	24.3	89.9	27.2	19.6
Ddx50	255.9	357.0	334.4	363.2
Krtap14	191.9	123.0	79.1	172.0
Arhgap5	88.5	156.8	68.8	154.7
Nr4a2	224.7	116.2	478.9	239.2
Nr4a2	353.8	226.4	625.2	400.3
Prcc	8.1	8.8	37.5	7.4
AI607873	45.1	129.6	18.4	71.3
Cckar	43.9	23.8	29.3	15.3
Krtap6-2	82.3	202.0	163.4	199.1
Myo5b	85.1	114.2	21.4	31.6
Hoxb4	21.9	16.9	19.9	34.5
Ctsb	202.3	192.6	488.2	255.5
Clock	216.6	224.5	210.4	174.5
Dppa4	17.7	123.8	7.8	29.1
Tbl3	620.7	672.5	408.1	675.1
	32.6	108.4	68.3	91.4
Coq4	142.7	164.3	163.6	240.9
Zmat3	808.8	879.7	891.9	1238.7
Leprel2	16.5	32.2	40.4	67.2
Sox3	29.8	27.7	23.0	21.4
Trove2	186.9	474.5	188.0	355.5
Il11	8.9	9.4	5.8	9.5
F2r	1316.6	1103.7	830.5	1318.9
2700007P21Rik	1656.4	1273.0	1090.0	761.7
Peg10	38.0	25.7	41.7	66.2
Tro	57.8	63.5	134.8	44.6
Pax6	11.2	11.9	29.8	18.1
Rbm16	172.8	324.4	240.5	202.8
Ptpn18	5303.4	3171.3	1618.8	1554.0
Prl3c1	34.8	20.4	12.5	36.4
Tcfap2c	98.4	62.3	39.3	55.2
Map3k6	24.8	41.9	26.0	24.9
Myo1e	4.6	12.7	2.6	4.3
Ercc2	520.2	760.6	489.4	578.2
Golt1b	280.6	310.0	260.1	319.3
Actn1	14.9	15.3	51.8	44.9
2510002D24Rik	396.6	476.6	342.3	539.5
Rprd1b	417.8	456.8	267.5	323.0
Il4	6.3	20.1	27.0	25.2
Il4	9.7	14.2	10.4	22.9
Il4	27.4	60.8	44.9	66.8
Il4	77.5	58.4	25.6	59.0
Socs5	326.5	349.8	268.6	348.0
Ap1g1	94.2	109.7	72.9	163.5
Ptprb	9.4	9.8	7.4	14.9
Siah1b	298.0	250.8	196.5	273.8
Cfhr1	46.1	16.8	2.9	61.3
Slc2a3	358.5	276.8	179.2	270.6
Nrcam	13.1	13.7	10.1	15.7
Arl5a	492.0	271.8	314.7	310.1
Sema3e	19.4	23.1	11.7	47.3
Pign	46.6	49.5	76.4	21.6
Kdm5a	79.6	66.8	14.2	55.8
Mnt	496.7	255.9	572.6	309.5
Ikbke	117.6	484.7	606.1	800.7
Sos2	329.2	458.4	507.0	487.4
Ptprr	239.8	446.8	154.3	366.7
Piga	346.8	452.7	213.2	222.0
Pou2f2	181.5	238.0	183.8	381.9
Gm10439 /// Gm15080 /// Gm15085 /// Gm15107 /// Gm15128 /// Luzp4 /// Ott	7.5	194.2	10.3	160.8
Ng23	155.8	154.9	110.8	214.1
Ptprm	8.5	15.0	5.5	43.3
Ptprm	40.3	18.7	17.9	21.3
Plk2	4782.9	3020.0	1832.4	514.9
Pik3c2a	23.9	9.7	14.4	20.3
Pik3c2a	91.8	133.4	81.3	147.2
Col12a1	70.5	78.1	70.0	110.4
Col12a1	73.7	135.4	16.4	96.9
Slfn4	99.1	117.7	48.8	146.7
2010309G21Rik /// Igl-C2 /// Igl-C3	34.2	73.0	17.2	35.9
Elavl2	5.7	39.2	5.6	30.0
Aplf	58.2	82.2	17.3	92.7
LOC100504161	16.9	79.1	21.7	69.4
	67.3	25.2	27.8	27.0
	22.3	64.4	26.8	21.2
Camp	152.8	297.5	134.7	218.2
Mapk12	146.4	135.4	138.5	189.3
Klf17	4.6	41.7	3.5	16.0
Ptk7	33.3	46.9	32.5	47.7
A630038E17Rik	33.1	46.3	19.4	43.0
Rab17	76.2	96.7	57.2	74.4
	191.1	402.1	152.2	318.5
Mme	7.6	14.4	8.9	11.0
Dlx2	14.6	58.8	10.1	57.3
Sirt1	14.2	44.1	10.9	66.6
Sap30bp	18.6	33.6	12.9	27.2
Ltbp2	77.3	72.1	16.7	32.4
Polrmt	23.1	83.6	14.5	105.1
Polrmt	10.5	25.7	5.6	12.4
2310001H12Rik	161.9	223.0	112.1	161.2
Taf1a	611.7	239.0	210.3	141.9
Adra1b	34.1	116.0	34.9	51.5
B3galt2	124.7	424.7	23.4	109.1
Sox1	20.7	39.8	23.8	24.9
Hltf	77.6	161.5	103.9	141.8
Hltf	70.1	185.2	67.0	96.6
Hltf	268.8	549.6	185.8	405.4
Nefm	26.9	38.8	73.0	15.5
Kcnc3	26.5	41.4	24.0	38.4
Thra	423.4	537.8	282.7	456.2
Igfbpl1	29.2	13.5	6.8	12.5
Mapre1	844.8	602.5	1006.4	930.2
Dnm2	20.7	37.7	19.8	30.1
S1pr3	288.0	486.0	408.9	496.8
Klk6	10.6	12.0	3.0	6.3
Maf	109.3	30.8	34.5	23.2
Zfpm2	15.4	13.6	8.3	12.4
Ptpn22	6663.2	8516.2	6527.5	6994.9
Adam23	118.5	121.0	94.7	99.4
Nell2	135.3	152.4	71.5	32.5
Blk	44.2	71.1	28.6	79.8
Stam	531.1	524.3	534.2	661.1
Elavl4	67.2	8.5	8.1	9.1
Dusp8	17.2	47.9	10.2	23.5
Celsr2	128.9	141.7	67.6	210.4
Celsr2	195.8	160.1	154.5	80.3
Figf	868.7	555.0	70.1	69.2
Lama2	51.9	14.1	43.1	16.2
Stil	37.9	28.4	21.9	115.3
Ramp3	31.3	51.8	69.1	54.1
Tgfa	4.4	78.5	37.6	35.2
Arl10	71.8	101.5	54.7	79.3
Hrc	153.5	260.7	269.5	218.0
Bmp6	33.0	13.3	28.2	24.2
Adora1	33.7	8.9	41.2	51.0
Ascc1	596.6	597.5	317.5	376.5
Rit1	575.1	819.6	916.7	1157.5
Gm1060	4.4	39.6	7.9	10.6
Ptprz1	4.5	14.9	13.8	16.1
Ptprz1	10.9	7.7	7.7	6.2
Ptprz1	10.0	7.3	3.3	4.4
Baz1b	480.4	673.7	412.5	563.4
Myo6	35.3	42.4	40.4	156.3
Dyrk1a	87.2	46.6	105.1	54.2
Xpa	631.0	395.6	287.3	203.2
Clcn2	169.2	203.2	119.7	149.0
Hps4	187.7	170.8	253.5	243.1
Tbxas1	287.0	434.7	246.0	430.9
Cox18	1420.9	1562.3	1351.3	1430.8
Odz2	90.9	126.2	82.3	169.0
Pik3cd	345.7	464.8	64.0	147.8
Cyb561	513.1	449.1	389.5	447.7
Kcna3	242.4	479.1	255.0	223.2
Kcna3	227.5	487.0	296.0	360.9
Atf6b	256.1	429.7	343.3	247.6
Atf6b	467.0	447.9	567.3	579.9
Insig1	26.5	44.1	32.0	10.9
Agap1	94.1	50.2	36.5	60.0
Vps37b	943.5	128.6	457.3	43.8
Runx1	30.0	337.7	37.8	201.3
Ndst2	125.8	173.4	133.8	140.7
Ltc4s	161.1	162.7	142.9	183.8
	67.2	526.1	145.6	594.4
St6galnac5	53.3	53.8	30.4	48.3
Wnt7b	48.3	33.5	65.7	24.8
Kpna6	121.1	125.4	86.1	130.4
Cd7	81.6	45.3	33.6	41.1
Myom1	16.0	37.6	51.1	71.2
Fam126b	195.0	200.7	135.8	156.1
Zfp260	76.6	126.6	123.5	120.4
Rad23a	320.1	487.1	320.7	418.7
Hs1bp3	400.6	454.9	403.2	436.1
Spag5	10.9	48.4	13.5	13.7
Foxk2	14.4	13.5	7.1	37.0
Adam12	63.5	101.0	60.8	25.2
Tnfsf9	521.3	522.2	431.0	718.8
Ncs1	21.4	52.7	18.6	43.8
Rasal1	96.2	193.9	657.3	618.4
Abcb9	113.1	240.7	130.5	322.8
Cct6b	91.1	170.8	86.6	173.6
Ntf3	51.0	44.1	12.9	64.0
Wdsub1	23.8	30.7	55.1	28.3
Chga	320.0	353.2	190.5	168.4
Pard6a	206.0	289.6	204.9	293.3
Zfp692-ps	960.7	752.3	652.8	523.0
Chd1l	39.7	80.4	39.4	53.1
Tspan5	28.5	9.7	12.0	10.5
Tgfbr1	61.0	131.1	5.0	94.6
Asna1	1731.0	1265.1	1395.0	1418.0
Mc2r	14.9	30.8	20.8	26.8
Chchd5	44.3	47.5	59.7	88.2
Zfp574	321.1	353.5	158.5	327.1
Kif5c	15.0	25.4	20.9	27.1
Traip	169.3	62.5	48.1	46.4
Rlbp1	27.1	43.9	32.7	75.4
Srpk3	24.7	65.7	20.1	25.9
Tm7sf2	216.5	65.2	120.7	59.1
Oc90	217.8	488.2	199.6	398.5
Irf6	35.1	73.8	45.9	83.0
Fap	13.3	22.0	9.6	14.9
Clip3	109.6	48.3	111.5	61.0
Zfp1	1369.1	602.8	890.9	544.1
Zfp1	1010.1	431.7	676.7	367.1
Cacna1a	26.6	19.8	21.7	24.2
Gfra2	33.7	136.7	44.2	76.5
Gfra2	7.9	3.4	10.3	4.6
Slc12a4	167.6	145.0	869.9	739.3
Ankrd11	163.8	273.6	174.2	361.0
Pik3ca	357.5	329.2	315.3	460.4
Eya4	6.1	17.8	2.5	18.2
Slc6a20b	207.0	127.9	148.5	108.1
Ddc8	19.7	14.5	13.7	14.6
Taf1c	378.6	362.2	239.0	179.8
Prr15	16.5	18.9	9.1	23.4
Orc1	109.3	157.4	100.7	139.1
Ccl8	17.1	33.3	14.8	30.8
Sema4f	534.7	788.9	529.6	695.1
Mmp17	97.5	147.0	90.8	133.7
Sept6	253.1	241.6	174.1	136.1
Mknk1	397.5	554.5	394.5	487.3
Plcb1	50.9	87.4	53.4	34.8
Plcb1	1519.3	1942.8	1404.2	2153.7
Plcb1	37.5	66.3	21.4	62.7
Ankrd49	191.7	191.3	80.9	99.9
Sfrp4	156.3	186.3	110.9	104.6
AB069917 /// Gm16710 /// Igh-6 /// Ighv1-72 /// LOC100045292	67.9	43.8	205.1	46.3
Slfn2	126.3	281.0	1270.9	3543.2
Slfn2	158.8	449.0	729.1	1924.6
Mknk2	1200.3	933.6	1537.4	1478.3
Pld1	43.1	13.7	24.1	14.8
Pld1	45.4	45.4	25.7	70.8
Gdf3	53.0	79.6	47.8	68.3
Spin1	296.4	284.8	369.3	352.7
Stag1	647.3	1119.4	708.3	836.0
Zfp53	485.8	610.9	328.9	387.2
Chek2	195.8	169.0	197.7	161.6
Fmnl1	286.1	481.8	405.9	620.7
Fmnl1	1369.7	1272.7	1759.6	2438.8
Hivep2	548.8	615.7	810.7	718.5
Bmp15	82.7	84.1	37.5	28.8
Slc22a21	568.9	358.8	475.8	299.2
Sox7	64.9	157.3	64.1	145.5
Casp12	48.6	78.7	22.3	79.5
Gimap1	1106.8	2528.4	1227.2	2621.5
Kif9	11.6	27.2	11.3	20.1
Ak3	74.5	177.3	93.4	164.8
Rbpjl	108.8	178.3	75.3	121.6
Anxa10	6.5	4.1	3.5	4.8
Cnot4	210.1	349.5	272.9	409.7
Vamp5	50.0	27.6	1418.0	990.0
Slc22a4	9.3	17.8	6.1	14.8
Unc13b	8.5	6.0	10.8	4.4
Uncx	39.0	30.5	15.8	17.6
Odz3	53.1	39.4	39.2	19.7
Plagl1	8.8	67.1	11.6	74.4
Plagl1	43.7	36.2	30.1	31.1
Hus1	162.0	191.5	76.1	98.8
Hus1	22.5	85.3	12.1	34.3
Hus1	54.8	21.5	8.2	65.5
Hapln1	255.1	413.9	379.1	579.1
Utrn	133.4	180.6	180.6	156.3
Utrn	95.0	183.5	119.6	113.8
F12	24.3	32.5	11.8	74.6
Jag2	12.2	10.4	8.5	13.4
Aanat	53.6	24.2	14.4	11.9
Aanat	211.2	548.1	320.9	628.8
Stag2	1548.3	1995.4	1634.7	2053.2
Barx1	31.6	36.9	18.4	38.5
Isl1	14.5	47.0	6.6	36.6
Ndst1	117.2	24.1	79.3	169.6
Rbms2	368.1	359.3	343.1	341.4
Neo1	125.7	65.4	102.6	157.4
Phka1	64.7	90.9	44.1	92.7
C80425	33.7	121.1	26.4	77.2
Zfhx3	103.4	150.7	114.9	163.8
Kcnj4	316.4	443.5	245.9	298.5
Kcnj6	12.9	51.7	46.9	132.1
Kcnj6	34.4	27.0	8.7	21.5
Nacc2	38.8	36.8	25.8	43.7
Nacc2	33.2	45.3	3.8	7.0
Adcy9	54.4	158.4	11.4	83.7
Bai1	45.1	36.7	34.8	32.5
Arnt	170.1	227.4	139.1	217.5
Sec62	5.3	62.9	29.3	96.5
Avpr1a	105.3	151.6	96.2	114.2
Calca	46.4	106.8	75.0	135.5
Gem	82.0	54.5	166.6	75.0
Ebf1	16.7	17.9	8.5	6.9
Adrb3	32.7	60.1	19.3	116.8
Adrb3	38.3	90.5	24.7	82.4
Adrb3	71.2	31.8	36.8	46.4
S100a10	16115.3	20294.7	13788.4	15724.3
Srm	247.6	549.6	207.4	476.6
Myl1	85.9	285.7	87.6	226.0
D4Wsu53e	3127.2	5816.3	3130.9	2920.0
Map2k2	377.3	386.5	356.8	306.4
Psma3	7536.0	6980.7	7561.9	5829.5
Ptgds	91.0	86.8	56.0	106.8
Ptgds	45.4	44.8	33.1	54.9
Ube2k	449.1	259.5	479.9	338.7
Ube2k	606.0	794.6	461.1	736.9
Pkig	206.0	294.2	224.9	253.5
Krt19	8.5	7.7	3.9	6.5
Lig1	552.0	412.9	188.0	180.6
Esd	1929.5	1644.2	2485.9	2276.3
Ctbp2	87.5	113.4	75.5	144.6
Tspan6	8.6	19.9	9.9	19.9
Akr1c6	79.2	74.1	13.7	58.0
Hsd17b1	115.6	39.6	17.6	37.6
Vcam1	5.1	31.5	17.2	24.7
Vcam1	8.7	2.8	7.3	26.1
Vcam1	107.0	131.9	53.7	54.3
Entpd5	54.3	45.4	162.1	28.8
Nfe2l2	65.8	15.6	53.7	12.2
Lrrfip1	313.8	407.9	196.1	260.3
Lrrfip1	1045.1	1073.9	802.9	905.5
Sarnp	807.5	853.2	816.8	922.0
Dapk3	120.2	29.3	80.1	148.5
Col5a2	11.2	51.0	24.2	26.4
Tfb2m	574.4	339.5	337.8	222.9
Nop58	317.6	249.9	168.9	185.5
Atp5g2	57.6	93.2	21.4	73.6
Hspa4	650.4	636.8	734.4	598.3
Tnfaip1	30.6	116.9	59.9	75.4
Ppp2r1a	3516.1	2527.6	3072.3	2991.2
Sdhd	2290.7	1979.2	2626.5	2294.3
Aip	1002.8	1080.8	888.4	1388.0
LOC100502825 /// Rpl37	15457.2	23214.9	12560.9	13766.7
Aimp1	2026.4	1518.8	1362.3	1304.6
Ssb	151.6	417.3	249.3	264.4
Hars	607.5	418.8	422.7	273.6
Acadm	1159.0	1125.5	917.6	1398.2
Slc1a5	515.2	572.6	548.7	616.4
Serpina3k	43.3	33.9	10.8	41.0
Nkiras2	625.7	519.3	649.9	750.7
Map2k1	1424.9	1777.1	3165.9	2782.1
Glud1	1858.6	872.7	2439.2	1476.9
Fdx1	3232.2	2422.0	3049.7	2733.9
Psph	829.7	909.0	706.9	849.2
Hmgcs2	18.5	22.2	9.8	21.1
Gpd1	82.2	211.6	115.1	296.7
Postn	41.1	53.5	16.1	8.5
Ap1g2	93.6	137.5	54.8	148.5
Fech	93.7	87.0	23.6	51.0
Cacybp	445.4	622.6	452.5	422.8
Atp6v1b2	242.2	264.9	227.5	338.9
Atp6v1b2	2156.4	2537.1	3217.1	3296.7
Pgam2	6.4	4.4	2.7	4.2
Cyp4a10	11.6	54.6	11.3	39.5
Pnliprp1	49.5	29.1	13.6	15.8
Tcap	65.7	121.0	142.9	119.4
Atp6v0d1	1825.4	1472.4	2295.1	2081.2
Umod	11.0	63.0	6.3	68.9
Uox	11.8	15.0	3.0	6.1
Mest	10.1	46.7	11.7	8.8
Csrp1	536.6	324.6	697.9	347.8
Rdbp	1267.4	676.4	1000.3	1133.3
Caprin1 /// LOC100504494	1255.5	1617.1	896.7	1437.3
Slc27a5	16.8	33.5	14.2	19.5
Id3	79.8	152.0	69.6	145.5
Ndufb6	2411.8	1934.2	2223.4	1854.5
Uba1	2730.2	2435.9	2533.8	2957.1
Ube1y1	60.4	62.0	79.8	108.2
Serf2	146.5	232.5	234.5	243.0
Wbp1	3766.4	3784.8	3012.2	4031.1
Pcbp2	5961.2	6155.4	5525.3	5274.7
Spns1	793.4	768.9	503.8	662.5
Csde1	2854.3	2999.5	2630.3	2525.0
Lor	175.4	426.2	206.6	417.3
Dscaml1 /// Nme2	5442.1	3949.7	4539.3	3006.3
Npdc1	26.1	21.0	21.8	12.6
Rpl36	11479.5	12303.0	9344.8	8073.8
Hdgf	4557.3	5007.3	3986.8	5269.3
Hdgf	1780.3	1394.2	2105.3	1920.6
Calm3	1072.0	538.2	859.9	659.7
Calm3	1200.0	692.6	1040.0	730.8
Ctsz	697.8	650.6	1167.3	735.8
Dpp4	161.9	240.1	166.4	168.8
Tuba4a	202.6	296.0	158.6	338.7
Sec61g	3792.0	3455.8	3698.4	3144.4
Pfkl	1390.6	2110.7	1455.6	1195.5
Ppp2ca	273.5	249.2	323.0	218.0
Aurka	85.8	122.1	45.9	97.4
Vps35	2611.7	1567.8	2031.4	2233.1
Car2	48.3	80.0	44.7	108.9
Nf2	971.1	1026.2	826.6	992.3
Myb	300.0	321.9	1403.0	497.9
Psmd2	11.7	28.4	21.1	44.5
Mrpl23	2037.6	1524.7	876.4	759.4
Rbbp4	1664.8	1387.3	1998.4	1263.2
Stxbp3a	478.6	816.1	530.4	781.2
Fam50a	664.6	821.0	938.1	768.4
Man1a2	9.1	6.1	7.2	10.6
Notch4	60.5	7.6	11.5	44.2
D530037H12Rik	108.5	173.9	90.2	101.0
Polr3a	228.1	270.1	153.3	59.4
Gcnt1	141.9	158.1	94.7	166.4
Zbtb12	33.3	46.3	15.1	29.5
Foxq1	218.8	287.9	10.4	109.1
Rapgef4	23.2	17.8	8.2	54.7
Ube2e1	428.6	459.5	914.9	427.4
Ptprv	125.1	206.9	560.2	612.4
Ptprv	332.5	463.3	1321.0	1154.8
Ptprv	205.3	234.3	306.7	451.9
Zfp777	326.3	374.1	222.5	332.8
3830403N18Rik /// Xlr	529.6	562.4	737.6	616.6
Sh3bp1	666.1	823.9	663.6	890.6
Ar	175.4	385.7	153.9	158.6
Btk	38.8	110.6	53.7	43.0
Myl6b	184.1	262.1	121.0	229.7
Rgl1	9.0	9.8	6.4	9.7
Gnas	107.3	141.4	68.4	110.1
Sh3gl2	9.0	50.5	39.3	45.4
Foxn1	25.6	23.4	20.1	22.5
Runx2	1765.9	1700.0	2247.0	1630.4
Runx2	232.7	160.7	230.4	61.4
Ddx25	7.3	28.5	35.4	7.5
Magel2	14.0	46.9	27.0	15.7
Syt8	20.4	73.1	18.3	23.0
Cd3d	2068.3	3602.2	4794.5	4046.4
Lonp1	29.7	43.2	27.4	59.0
Tbxa2r	148.3	71.6	217.6	155.0
Slc27a3	25.6	31.6	9.5	32.0
Smarca4	82.6	50.0	9.9	22.1
Acp2	237.1	444.2	254.2	337.0
Il18bp	103.6	39.0	100.7	67.7
Gif	63.6	89.7	82.0	81.1
Ppp2r2b	135.7	239.9	148.2	205.5
Sycp1	4.7	3.9	4.2	14.1
Nin	176.9	231.4	159.6	272.3
Chi3l3	79.1	109.0	50.1	111.3
Frat1	175.7	142.1	135.4	230.6
Nr6a1	43.6	99.8	38.1	70.3
Foxa1	31.9	48.9	35.7	22.2
Mertk	38.9	143.6	79.9	149.1
Slc7a9	108.8	169.9	143.6	153.0
Bcan	48.8	78.4	46.5	75.2
Bmp1	153.3	160.5	111.8	195.0
Astn1	63.4	45.4	8.0	106.8
Pbrm1	490.5	856.7	443.5	467.3
Ercc4	284.7	308.8	269.5	392.8
Tbx2	47.6	73.1	33.1	50.3
Pvt1	203.4	41.1	98.8	38.7
Pvt1	55.0	45.6	16.1	66.4
Ddx19b	675.8	557.0	480.0	486.9
Rgnef	95.1	148.1	101.4	100.1
Tpsb2	246.1	287.9	96.7	250.2
1810009J06Rik	135.3	209.5	768.9	500.7
Hnf4a	49.1	27.2	18.6	22.4
Icam5	20.5	132.6	219.5	462.6
Ubd	74.5	43.4	44.2	27.6
Neurod1	22.7	41.9	35.2	42.6
Ifi27l2a	2538.1	3089.7	2309.5	1597.4
Six1	22.9	19.1	12.9	16.7
Hnrnpa1	442.7	404.0	279.9	270.7
Gas8	29.9	151.5	38.5	91.4
Sox6	28.6	58.2	26.7	52.1
Apba2	152.4	114.7	66.4	136.0
Prg2	25.4	46.3	19.3	42.1
Hbegf	174.1	283.6	402.4	389.3
Ptx3	50.6	76.3	7.4	29.3
Adam2	10.3	10.8	14.1	40.5
Adam4	10.5	82.9	16.1	11.1
Gpr83	7.0	6.6	7.1	26.4
Pla2g2a	14.5	17.1	17.3	23.0
Slc7a2	104.7	155.3	91.0	136.6
Irf4	811.4	216.3	2257.0	988.1
Gdnf	122.7	98.9	76.7	113.5
Ivl	22.7	18.4	28.3	13.6
Ighv14-2	6.4	7.0	1.2	3.9
Igh-5 /// Ighv14-2	16.6	18.0	6.6	9.9
Ccl11	24.3	12.5	6.8	15.2
Spam1	83.1	72.9	27.2	77.1
Apc2	76.5	20.7	69.1	15.2
Hoxa9	27.2	65.2	41.2	65.8
Nat2	85.7	83.8	45.8	100.4
Nkx2-2	31.1	24.9	15.1	18.8
Gabrb1	111.4	167.7	126.4	232.9
Wnt10b	157.9	124.5	427.8	296.3
Wnt10b	43.1	15.7	73.3	77.1
Wnt10b	111.0	50.2	99.0	106.6
Meis3	291.7	292.9	170.5	195.3
Fdxr	229.3	353.4	182.2	251.3
Sct	662.3	465.4	677.3	634.8
Sct	886.5	1389.9	667.9	1071.7
Sez6	17.6	34.0	11.0	16.0
Dusp2	4444.3	1120.9	1250.5	960.6
Lamb3	321.4	223.6	567.5	455.3
Was	3123.4	2682.2	2785.0	2472.0
	31.2	160.1	47.1	156.5
Clec4a2	4.3	3.3	2.3	8.6
Abcb7	36.3	145.5	74.7	117.9
Ksr1	36.9	73.8	100.6	211.3
Ksr1	83.6	66.4	30.8	108.2
Hand1	183.7	290.6	184.1	305.3
Bmpr1a	132.9	96.1	132.1	43.3
Alas2	13.3	93.7	55.3	107.8
Psmd3	1075.4	788.8	856.4	754.5
S100a6	11483.3	12914.0	10630.4	11653.0
Zfp207	1763.8	1380.7	1643.7	1633.3
Nrp1	39.3	54.8	2.3	38.9
Pabpc4	58.5	23.5	13.8	19.5
Pabpc4	2287.5	1175.6	1210.7	704.0
Cyr61	28.5	49.2	45.2	65.0
	1762.4	2421.6	2107.5	3189.0
	208.3	167.3	286.0	264.7
	872.8	1109.6	1430.4	1887.9
Tmpo	54.8	149.6	82.8	133.0
Tmpo	391.6	582.8	245.7	457.9
Gh	363.4	521.0	374.6	461.2
Gba2	29.1	48.2	13.5	9.0
Efhd1	46.5	77.6	37.9	44.1
Ankrd10	1308.5	1266.8	831.4	1008.9
Cetn3	2136.4	1547.3	1875.8	1483.9
Cetn3	133.9	145.0	122.4	152.8
Kpna2	93.8	224.1	68.0	126.3
Ucp2	10.9	10.4	6.3	18.4
Tnfrsf1a	364.1	514.7	146.3	286.1
Nme1	339.6	350.5	432.7	346.4
Mtap4	341.6	368.4	458.7	369.9
Alpl	198.5	323.2	133.5	363.0
Cul3	2212.7	1782.4	1905.0	1631.8
Atp5c1	2351.7	3285.6	2989.0	2619.3
Atp5c1	5066.3	4496.1	4855.5	3672.5
Atp5c1 /// D13Mgi7	7470.4	5471.6	6554.1	4716.6
Plp1	48.1	63.0	35.3	74.5
Plp1	164.0	88.8	78.0	74.7
Prl	40.9	293.2	115.7	171.3
Polr2h	773.1	864.6	552.8	623.3
Arl4a	358.7	302.8	389.2	285.9
Pdrg1	1718.3	1427.0	2391.3	1836.1
Txn1	8288.6	11664.1	7253.5	6694.4
Fkbp4	1361.9	1196.7	973.4	872.8
Fkbp4	536.7	602.8	532.6	398.6
Pdk3	1028.6	1158.9	1979.3	1706.8
Rbp2	6.7	8.4	2.2	16.6
Defa-rs1 /// Defa-rs7 /// Defa17 /// Defa20 /// Defa23 /// Defa24 /// Defa26 /// Defa3 /// Defa4 /// Defa6 /// Gm14851 /// Gm15284 /// Gm15308 /// LOC100046144	66.7	231.9	261.0	396.7
Cyp2j6	10.4	13.4	1.7	4.7
Cyp2j5	5.7	6.2	5.7	5.2
Eif4a1	254.2	554.8	332.2	285.4
Imp3	3322.7	2849.4	2765.7	3280.3
Uba3	438.2	596.1	311.1	408.2
Usp2	40.7	46.0	47.2	42.0
Usp2	191.2	210.5	113.4	150.6
Nme6	211.8	293.3	145.3	165.5
Crisp2	10.4	15.0	4.7	17.0
Mrps33	921.7	1000.5	1200.6	997.1
Nsd1	31.9	91.3	57.4	75.9
Dpm1	1111.0	956.7	1159.1	814.9
Hspe1	2259.9	2054.9	1319.3	1044.0
Zfp36	476.5	570.3	1552.0	804.1
Sfxn1	1130.6	1456.5	465.7	458.5
Socs1	727.2	476.6	371.9	343.8
Hal	19.9	21.7	8.0	26.4
Rpl13a	2473.5	2419.1	1395.0	2044.3
Cml1	161.7	302.1	152.0	318.2
Eln	69.9	242.4	131.8	288.2
Mug1	12.1	15.5	20.4	21.0
Fscn1	2314.1	2531.2	4059.3	3411.3
Snrpb2	5.0	11.3	13.5	4.4
Nup54	403.6	257.1	171.5	63.1
Chgb	39.1	52.0	48.9	103.5
Chgb	22.4	6.6	1.6	30.6
Eif4g1	51.3	59.0	18.4	42.9
Oxct1	630.0	615.5	1408.4	1310.8
M6pr	18.8	20.5	13.5	32.0
M6pr /// M6pr-ps	1232.9	1178.8	1295.0	920.6
Oat	1470.7	1220.7	821.7	1084.2
Ccl6	77.6	47.0	23.8	73.1
Rrbp1	984.2	927.3	1479.1	1039.1
Cp	7.2	52.4	6.5	61.2
Fn1	25.4	37.4	18.2	24.2
Hspb1	50.9	62.2	31.0	32.7
Rab11a	1581.8	2215.4	2646.2	2253.8
Eif1	8377.0	3983.2	5968.0	3806.7
Rpl22	122.9	72.0	108.9	112.2
Rpl22	810.2	830.6	624.7	534.2
Slpi	10.1	33.3	11.0	21.6
Cox8a	19.4	24.4	20.1	60.8
Krt17	16.8	15.7	341.1	146.7
Krt17	50.4	20.5	296.1	49.8
Wbp2	2465.1	3018.4	2889.8	3528.3
Mat1a	21.3	75.0	11.2	68.5
Dnase1	28.3	24.1	19.7	32.4
H2-Aa	178.3	140.4	12.2	19.2
